Geneid	Chr	Start	End	Strand	Length	A1014C05.R1_dmel-all-chromosome-r6.21_R1_hg38_noDup.bam	A1014C06.R1_dmel-all-chromosome-r6.21_R1_hg38_noDup.bam	A1023C13.R1_dmel-all-chromosome-r6.21_R1_hg38_noDup.bam	A1023C14.R1_dmel-all-chromosome-r6.21_R1_hg38_noDup.bam	A1023C23.R1_dmel-all-chromosome-r6.21_R1_hg38_noDup.bam	A1023C24.R1_dmel-all-chromosome-r6.21_R1_hg38_noDup.bam
"CTD-2297D10.2"	chr5	5132779	5140054	-	7276	370	220	267	257	251	154
"ADAMTS16"	chr5	5140329	5320304	+	179976	7622	6024	5079	7300	5327	4126
"CTD-2297D10.1"	chr5	5142137	5176214	-	34078	1664	1428	1121	1762	1269	1039
"ALG3P1"	chr5	5375722	5376836	-	1115	104	89	85	121	86	55
"MTCO1P30"	chr5	5395377	5395957	-	581	41	20	27	25	31	15
"MTCO2P30"	chr5	5395971	5396335	-	365	17	19	16	13	15	15
"MTCO1P31"	chr5	5396476	5396968	-	493	32	23	28	34	30	11
"ICE1"	chr5	5420663	5490234	+	69572	902	503	520	569	558	402
"CTC-471C19.1"	chr5	6019028	6022283	-	3256	133	85	76	137	97	89
"CTC-471C19.2"	chr5	6030034	6030841	+	808	34	36	29	48	25	21
"CTD-2299N12.1"	chr5	6134302	6137171	+	2870	146	105	114	137	88	82
"HMGB3P3"	chr5	6289856	6290624	+	769	32	33	29	19	26	15
"LINC02145"	chr5	6310440	6339884	-	29445	1803	1215	1197	1596	1188	843
"MED10"	chr5	6371880	6378594	-	6715	74	32	43	34	49	20
"UBE2QL1"	chr5	6448622	6494909	+	46288	1670	856	994	924	962	638
"CTD-2195M18.2"	chr5	6532890	6533200	-	311	31	18	25	28	19	10
"LINC01018"	chr5	6582135	6588499	+	6365	154	53	95	59	84	51
"NSUN2"	chr5	6599238	6633291	-	34054	244	122	147	87	117	89
"SRD5A1"	chr5	6633342	6674386	+	41045	762	502	471	542	451	385
"LINC02102"	chr5	6686324	6707711	-	21388	553	335	368	347	448	270
"PAPD7"	chr5	6713006	6757048	+	44043	321	117	172	141	129	90
"RP11-332J15.3"	chr5	6765890	6771953	+	6064	186	92	144	95	144	81
"RP11-332J15.4"	chr5	6779457	6779998	+	542	44	27	25	34	32	28
"RP11-332J15.1"	chr5	6795879	6826728	+	30850	1128	768	668	888	772	584
"MIR4278"	chr5	6827852	6827921	-	70	3	6	2	3	4	2
"RN7SKP79"	chr5	6848126	6848462	-	337	20	13	19	18	18	11
"RP11-332J15.2"	chr5	6868558	6886787	+	18230	1028	788	690	949	771	552
"LINC02196"	chr5	6933669	7190812	+	257144	12622	10409	8372	12458	9533	7498
"RNA5SP176"	chr5	7047226	7047336	+	111	8	3	4	7	4	2
"RP11-404K5.3"	chr5	7287923	7288477	-	555	36	19	14	19	16	12
"RP11-404K5.1"	chr5	7290822	7296345	+	5524	156	119	130	136	119	73
"RP11-404K5.2"	chr5	7299773	7306592	-	6820	321	197	223	248	211	143
"RP11-404K5.4"	chr5	7326063	7326609	+	547	36	22	18	36	25	14
"CTD-2296D1.1"	chr5	7344578	7345921	+	1344	98	74	75	90	60	58
"LINC02123"	chr5	7346985	7347977	-	993	41	37	28	30	24	20
"CTD-2296D1.3"	chr5	7362978	7364531	-	1554	74	48	47	47	48	40
"CTD-2296D1.4"	chr5	7367928	7373074	-	5147	439	379	286	480	318	226
"LINC02142"	chr5	7373116	7379790	+	6675	315	260	200	250	229	176
"ADCY2"	chr5	7396207	7830081	+	433875	20308	14552	13558	16804	15430	11188
"RP11-711G10.1"	chr5	7707801	7749766	-	41966	1846	1194	1230	1372	1477	946
"C5orf49"	chr5	7830377	7851490	-	21114	945	650	619	844	768	521
"MTRR"	chr5	7851185	7906025	+	54841	914	573	564	592	588	435
"FASTKD3"	chr5	7859158	7869037	-	9880	103	45	62	50	65	41
"CTD-2072I24.1"	chr5	7924291	7925398	+	1108	52	25	38	39	33	33
"RNU1-76P"	chr5	7980145	7980304	+	160	11	9	5	5	8	5
"RP11-334G8.1"	chr5	8080185	8080761	-	577	23	12	9	11	9	5
"RP11-215I16.2"	chr5	8143617	8143784	+	168	28	21	17	26	19	6
"RP11-215I16.1"	chr5	8157540	8157788	-	249	16	10	18	29	14	14
"RP11-480D4.1"	chr5	8333480	8457558	-	124079	5146	4437	3251	5337	3706	3154
"RP11-480D4.2"	chr5	8387637	8457564	-	69928	2925	2577	1867	3081	2167	1811
"RP11-480D4.5"	chr5	8410788	8410996	-	209	18	18	10	15	16	19
"RP11-480D4.6"	chr5	8444948	8445535	-	588	24	20	20	28	12	10
"MIR4458HG"	chr5	8450742	8463095	+	12354	460	383	287	495	383	255
"RP11-480D4.4"	chr5	8455945	8456558	-	614	32	26	16	30	26	17
"RP11-480D4.7"	chr5	8458841	8459183	+	343	12	11	10	11	15	4
"MIR4458"	chr5	8460924	8460999	+	76	5	2	1	7	2	3
"RP11-417J1.1"	chr5	8525178	8528679	+	3502	106	85	52	94	76	53
"RP11-417J1.5"	chr5	8572046	8572206	+	161	6	4	5	4	5	6
"RP11-417J1.6"	chr5	8614355	8614696	+	342	26	11	13	29	23	11
"MTND6P2"	chr5	8618580	8619104	-	525	24	23	21	42	17	11
"MTCYBP37"	chr5	8619177	8620310	+	1134	72	48	43	62	45	42
"RP11-417J1.7"	chr5	8659763	8660059	-	297	15	9	6	16	8	5
"RP11-417J1.8"	chr5	8669017	8669250	-	234	10	16	14	15	16	10
"RP11-417J1.4"	chr5	8685580	8685816	-	237	9	10	6	15	10	6
"RP11-315A16.2"	chr5	8717683	8717883	-	201	12	21	7	19	13	3
"RP11-315A16.3"	chr5	8754868	8755159	+	292	17	10	18	15	16	10
"RP11-315A16.1"	chr5	8785041	8785468	-	428	43	30	24	53	34	36
"RP11-315A16.4"	chr5	8793874	8794197	+	324	24	28	10	27	21	13
"LINC02199"	chr5	8839731	8881525	+	41795	1939	1655	1284	1979	1340	1066
"RP11-143A12.1"	chr5	8980403	8980659	-	257	7	4	8	8	11	2
"CTD-2215L10.1"	chr5	9001773	9045940	+	44168	2100	1855	1490	2445	1559	1322
"SEMA5A"	chr5	9035025	9546075	-	511051	23204	19930	15267	24576	17018	13911
"MIR4636"	chr5	9053815	9053895	-	81	6	3	7	1	6	1
"CTD-2201E9.4"	chr5	9363274	9422481	+	59208	2536	2226	1611	2785	1944	1544
"CTD-2201E9.3"	chr5	9498400	9498775	-	376	13	10	18	13	10	8
"SEMA5A-AS1"	chr5	9511332	9518086	+	6755	221	172	126	188	137	126
"CTD-2201E9.2"	chr5	9519852	9523178	-	3327	220	168	121	197	152	93
"SNHG18"	chr5	9546199	9550609	+	4411	162	113	106	133	100	68
"SNORD123"	chr5	9548835	9548905	+	71	2	5	2	3	3	0
"CTD-2001E22.1"	chr5	9621376	9658458	-	37083	1748	1505	1113	1832	1298	1110
"TAS2R1"	chr5	9628996	9712378	-	83383	3475	3096	2294	3694	2501	2180
"LINC02112"	chr5	9641304	9903826	-	262523	12277	10820	8272	13066	8750	7254
"RNA5SP177"	chr5	9760906	9761013	+	108	7	7	9	10	7	4
"RP11-447B18.1"	chr5	9854376	9889937	+	35562	1725	1463	1152	1842	1206	974
"RP11-191F9.4"	chr5	10057501	10057807	+	307	28	22	16	35	19	9
"RP11-191F9.2"	chr5	10064242	10064476	-	235	9	3	3	2	1	3
"RP11-191F9.3"	chr5	10070530	10070841	+	312	20	19	11	19	15	8
"RP11-191F9.1"	chr5	10082570	10082772	+	203	28	28	20	41	25	15
"CTD-2199O4.1"	chr5	10137137	10138365	+	1229	21	12	21	10	13	5
"CTD-2199O4.4"	chr5	10168782	10169006	+	225	14	21	12	15	12	6
"CTD-2199O4.5"	chr5	10171029	10171214	-	186	15	19	12	18	11	10
"CTD-2199O4.3"	chr5	10195120	10197628	-	2509	220	147	141	221	156	108
"CTD-2199O4.7"	chr5	10195186	10197622	-	2437	215	143	137	220	155	107
"CTD-2199O4.6"	chr5	10203599	10204040	-	442	1	3	1	5	4	4
"FAM173B"	chr5	10226329	10249897	-	23569	398	303	274	295	242	225
"CTD-2256P15.1"	chr5	10248324	10249915	+	1592	31	8	14	8	8	6
"CCT5"	chr5	10249920	10266412	+	16493	144	48	78	52	67	54
"CTD-2256P15.4"	chr5	10264596	10267146	-	2551	51	22	38	22	32	24
"CTD-2256P15.5"	chr5	10269488	10269918	-	431	14	8	17	10	15	5
"CMBL"	chr5	10275874	10308026	-	32153	886	508	556	509	556	409
"CTD-2256P15.3"	chr5	10342812	10343131	+	320	21	13	15	4	15	7
"CTD-2256P15.2"	chr5	10352700	10353601	-	902	3	0	2	1	0	1
"MARCH6"	chr5	10353702	10440388	+	86687	1097	566	622	547	698	454
"ROPN1L-AS1"	chr5	10441289	10441792	-	504	6	2	0	2	1	1
"ROPN1L"	chr5	10441523	10472029	+	30507	607	369	420	342	428	326
"MIR6131"	chr5	10478036	10478145	+	110	10	5	2	9	7	6
"LINC01513"	chr5	10479370	10482309	+	2940	71	28	45	23	44	17
"RPL30P7"	chr5	10488819	10489142	+	324	11	5	6	3	9	4
"RP11-1C1.6"	chr5	10493290	10494094	-	805	35	29	19	32	26	16
"LINC02212"	chr5	10493526	10502728	-	9203	223	147	137	119	137	96
"LINC02213"	chr5	10504995	10522084	-	17090	655	549	500	508	503	375
"RP11-54F2.9"	chr5	10541453	10543192	+	1740	44	35	29	27	23	22
"RP11-54F2.8"	chr5	10556581	10556815	+	235	8	3	3	3	4	3
"ANKRD33B"	chr5	10564329	10657816	+	93488	2493	1484	1628	1694	1710	1236
"ANKRD33B-AS1"	chr5	10627259	10628225	-	967	8	0	4	3	2	1
"RP11-54F2.1"	chr5	10652210	10655925	-	3716	115	70	88	81	80	69
"RP11-215G15.4"	chr5	10664494	10665113	-	620	29	20	14	22	19	26
"CTD-2154B17.3"	chr5	10675316	10675575	-	260	5	1	5	4	6	3
"CTD-2154B17.2"	chr5	10676095	10676423	-	329	9	2	7	3	7	7
"DAP"	chr5	10679229	10761272	-	82044	1545	809	841	781	860	614
"CTD-2154B17.4"	chr5	10761064	10770294	+	9231	370	258	225	231	257	201
"CTD-2154B17.1"	chr5	10775057	10777062	-	2006	144	96	85	86	74	50
"CTNND2"	chr5	10971839	11904043	-	932205	37459	30351	24460	36029	26637	21468
"RNU6-429P"	chr5	11027199	11027307	+	109	8	6	5	2	8	5
"RNU6-679P"	chr5	12297398	12297504	-	107	5	4	2	10	1	3
"RP11-308B16.2"	chr5	12553889	12574637	-	20749	685	627	459	687	515	457
"LINC01194"	chr5	12574856	12804363	+	229508	6094	5355	3906	6329	4478	3910
"RP11-419C19.3"	chr5	12794099	12794731	-	633	62	49	45	74	43	43
"RP11-419C19.1"	chr5	12794730	12795522	+	793	74	34	48	68	55	34
"LINC02220"	chr5	12914067	13032886	-	118820	4094	3609	2623	4130	3118	2542
"CTC-305H11.1"	chr5	13175845	13179572	+	3728	116	99	61	126	78	70
"RPS23P5"	chr5;chr5	13250234;82265156	13250662;82265259	-;-	533	38	29	19	28	27	17
"NENFP3"	chr5	13553653	13553966	-	314	32	42	27	45	41	27
"CTC-232H10.1"	chr5	13637918	13638381	-	464	54	47	35	75	39	42
"DNAH5"	chr5	13690330	13944543	-	254214	11674	8883	8146	10274	9414	7179
"CTB-51A17.1"	chr5	13860302	13900749	+	40448	2167	1730	1423	2020	1729	1411
"TRIO"	chr5	14143701	14532128	+	388428	5922	3234	3693	3488	3699	2633
"FAM105A"	chr5	14581774	14615007	+	33234	1259	943	795	1036	973	719
"CTD-2165H16.3"	chr5	14620019	14621313	+	1295	47	38	42	42	40	39
"CCT6P2"	chr5	14639425	14641018	-	1594	83	46	46	60	65	39
"EEF1A1P13"	chr5	14651940	14653329	-	1390	102	58	64	85	76	64
"CTD-2165H16.4"	chr5	14661807	14664604	-	2798	49	21	25	21	22	27
"OTULIN"	chr5	14664663	14699711	+	35049	513	236	259	287	312	210
"ANKH"	chr5	14704803	14871778	-	166976	4537	2739	2891	2700	3149	2213
"RBBP4P1"	chr5	14797124	14798400	-	1277	85	49	44	80	60	34
"MIR4637"	chr5	14825928	14826012	-	85	0	2	1	4	2	1
"CTB-40H15.4"	chr5	14872331	14872713	+	383	0	0	0	1	0	1
"UQCRBP3"	chr5	14874399	14874711	-	313	10	5	14	5	9	5
"HNRNPKP5"	chr5	14877666	14877919	-	254	8	1	4	0	2	2
"SEPHS2P1"	chr5	14960231	14961393	+	1163	148	88	97	119	111	71
"RP1-251I12.1"	chr5	15112376	15117007	-	4632	281	214	208	219	207	168
"LINC02149"	chr5	15192138	15266541	-	74404	3191	2584	2148	3092	2632	1958
"MARK2P5"	chr5	15384219	15384853	+	635	17	8	13	14	10	10
"CTD-2313D3.1"	chr5	15450700	15451811	+	1112	148	90	95	154	116	81
"FBXL7"	chr5	15500195	15939795	+	439601	20402	16827	13833	20182	15388	11828
"CTD-2350J17.1"	chr5	15602188	15607348	-	5161	261	172	165	221	194	146
"MIR887"	chr5	15935181	15935260	+	80	5	5	5	3	2	1
"RNA5SP178"	chr5	16033228	16033356	-	129	4	6	5	4	4	0
"MARCH11"	chr5	16067138	16180762	-	113625	4864	4076	3246	4986	3670	2888
"RP11-19O2.1"	chr5	16129177	16141602	+	12426	504	412	349	539	417	315
"RP11-19O2.2"	chr5	16180237	16185585	+	5349	300	251	187	303	191	164
"NACAP6"	chr5	16192087	16192709	-	623	44	36	31	34	38	19
"LINC02150"	chr5	16373360	16440081	-	66722	3421	2459	2157	3085	2486	1823
"RP1-167G20.2"	chr5	16428535	16432436	+	3902	198	132	114	146	113	105
"ZNF622"	chr5	16451518	16465792	-	14275	102	43	45	51	52	45
"FAM134B"	chr5	16473037	16617058	-	144022	4772	2995	3110	3054	3570	2376
"RP11-260E18.1"	chr5	16615925	16629969	+	14045	466	266	311	262	349	213
"CTC-461F20.1"	chr5	16617224	16621276	+	4053	82	35	66	34	57	40
"MYO10"	chr5	16661913	16936276	-	274364	3963	1942	2496	1797	2572	1611
"RNA5SP179"	chr5	16853993	16854114	+	122	0	0	1	0	0	1
"RPS26P28"	chr5	16902293	16902641	-	349	4	3	5	1	6	0
"RNU6-660P"	chr5	16941842	16941951	-	110	2	0	2	3	2	2
"BASP1"	chr5	17065597	17276843	+	211247	6582	4289	4260	4372	4696	3471
"CTD-2228A4.1"	chr5	17107359	17107789	-	431	6	7	10	3	9	4
"AC091878.1"	chr5	17130027	17217047	-	87021	2658	1796	1768	1803	1984	1474
"RNA5SP180"	chr5	17156970	17157071	-	102	6	8	3	2	3	7
"DCAF13P2"	chr5	17202273	17203145	+	873	11	1	3	1	5	2
"RNU6-1003P"	chr5	17240610	17240715	+	106	1	1	0	1	5	2
"CTD-2139B15.1"	chr5	17306380	17306960	+	581	26	15	21	11	20	7
"RN7SKP133"	chr5	17345615	17345955	+	341	20	19	11	13	14	12
"FTH1P10"	chr5	17353694	17354624	-	931	74	56	46	68	50	32
"CTD-2139B15.2"	chr5	17353909	17354899	+	991	80	55	46	71	49	43
"CTD-2139B15.5"	chr5	17369224	17375577	-	6354	280	169	188	186	221	128
"LINC02111"	chr5	17378905	17387310	-	8406	397	256	260	310	266	182
"LINC02217"	chr5	17404018	17441694	+	37677	1623	1179	1028	1433	1082	832
"LINC02218"	chr5	17444009	17483946	+	39938	1776	1454	1096	1650	1307	1004
"RP11-321E2.5"	chr5	17486230	17486829	+	600	24	20	14	15	13	10
"RP11-321E2.13"	chr5	17491360	17491769	-	410	19	15	17	16	13	8
"RP11-321E2.12"	chr5	17495657	17495826	-	170	9	2	10	4	4	3
"RP11-321E2.6"	chr5	17498230	17498827	+	598	49	21	36	37	23	13
"RP11-321E2.11"	chr5	17502042	17502363	-	322	20	13	12	20	16	9
"RP11-321E2.10"	chr5	17511832	17512238	-	407	23	19	10	16	13	9
"RP11-321E2.2"	chr5	17518366	17518963	+	598	261	134	181	168	165	107
"RP11-321E2.7"	chr5	17521800	17522397	+	598	278	135	170	154	158	100
"RP11-321E2.8"	chr5	17525234	17525831	+	598	290	151	186	189	174	87
"RP11-321E2.9"	chr5	17528668	17529265	+	598	253	138	181	175	167	92
"RP11-432M8.2"	chr5	17585161	17585758	-	598	315	154	224	183	172	110
"RP11-432M8.1"	chr5	17587289	17587523	-	235	67	36	50	42	42	21
"RP11-432M8.3"	chr5	17590363	17590960	-	598	218	102	160	114	129	71
"RP11-432M8.4"	chr5	17593797	17594394	-	598	259	155	194	172	172	100
"RP11-432M8.5"	chr5	17597231	17597828	-	598	342	173	251	211	200	107
"RP11-432M8.7"	chr5	17598431	17598559	-	129	48	18	26	25	37	14
"RP11-432M8.6"	chr5	17601881	17602134	-	254	15	6	11	8	6	9
"RP11-432M8.22"	chr5	17604176	17605377	+	1202	89	45	52	55	45	37
"RP11-432M8.9"	chr5	17610495	17611583	+	1089	101	57	63	73	56	34
"RP11-432M8.20"	chr5	17614780	17615111	-	332	32	31	25	34	25	27
"RP11-432M8.10"	chr5	17620532	17620939	-	408	57	31	38	43	41	19
"RP11-432M8.11"	chr5	17625550	17625959	-	410	41	26	19	27	26	18
"RP11-432M8.12"	chr5	17632087	17632684	+	598	101	57	69	55	62	27
"RP11-432M8.13"	chr5	17634459	17635053	+	595	70	54	41	68	50	36
"RP11-432M8.15"	chr5	17642961	17643228	-	268	23	24	18	18	18	12
"RP11-432M8.14"	chr5	17647711	17647944	-	234	11	17	21	22	8	10
"RP11-432M8.16"	chr5	17649045	17649643	+	599	47	33	22	34	20	20
"RP11-432M8.18"	chr5	17654372	17654643	-	272	31	8	17	17	16	6
"RP11-432M8.17"	chr5	17655128	17655538	-	411	40	17	31	29	21	16
"RP11-432M8.21"	chr5	17669282	17669518	-	237	17	16	16	20	15	11
"RP11-432M8.19"	chr5	17670167	17670571	-	405	30	31	32	42	24	18
"RP11-454P21.1"	chr5	17684583	17955857	+	271275	11165	10027	7410	11635	8245	7314
"RPL36AP21"	chr5	18049231	18049872	+	642	32	30	17	29	27	25
"RN7SL58P"	chr5	18547311	18547605	+	295	36	26	21	25	26	15
"LINC02100"	chr5	18704432	18746173	-	41742	1045	697	709	775	789	600
"UBE2V1P12"	chr5	18886621	18887095	-	475	18	13	6	12	14	14
"CTD-2151L9.2"	chr5	18893901	18894168	-	268	11	10	6	12	5	5
"RP11-81B23.1"	chr5	18908865	18909543	+	679	7	9	9	12	15	8
"RP11-124N3.3"	chr5	18965860	19142346	-	176487	5479	4456	3648	4935	4484	3674
"RP11-124N3.2"	chr5	19035196	19038799	-	3604	73	72	48	58	59	57
"RPL32P14"	chr5	19041008	19041386	+	379	37	22	24	33	26	19
"HSPD1P15"	chr5	19233365	19234487	+	1123	63	51	52	66	57	38
"CDH18"	chr5	19472950	20575873	-	1102924	31090	24083	20272	25964	24897	19934
"RP11-61K20.1"	chr5	20158661	20158956	-	296	14	14	15	17	11	9
"RP11-420O16.2"	chr5	20304044	20305448	-	1405	76	40	43	45	50	44
"RP11-420O16.1"	chr5	20305564	20331456	+	25893	808	642	552	692	668	537
"RP11-774D14.1"	chr5	20611839	20937691	+	325853	9697	7638	6419	8614	7460	6320
"LINC02146"	chr5	20612624	20614765	-	2142	83	77	60	86	52	54
"RP11-697E23.1"	chr5	20830165	20830947	-	783	23	21	9	17	20	15
"RP11-811J10.1"	chr5	21196719	21196860	+	142	14	13	11	17	10	8
"RP11-374A4.1"	chr5	21323872	21341375	-	17504	177	127	97	104	116	119
"GUSBP1"	chr5	21341832	21589372	+	247541	5333	3949	3385	4216	3977	3141
"RP11-823P9.3"	chr5	21481326	21484011	-	2686	185	102	91	103	85	69
"RP11-823P9.4"	chr5	21493435	21494596	+	1162	85	36	53	40	57	31
"RP11-360I2.1"	chr5	21569754	21570045	+	292	3	5	3	3	3	2
"RP11-804N13.1"	chr5	21616261	21779522	+	163262	3355	2625	2231	2824	2707	2263
"CDH12"	chr5	21750672	22853622	-	1102951	23678	19676	15569	22671	18528	15098
"HSPD1P1"	chr5	21882584	21884310	+	1727	82	63	64	118	78	52
"RP11-855C21.1"	chr5	22139246	22141468	-	2223	25	30	23	31	31	9
"PMCHL1"	chr5	22142351	22152356	+	10006	165	137	103	158	114	108
"GCNT1P2"	chr5	22580224	22580819	-	596	25	22	15	21	18	15
"CTD-2234B20.1"	chr5	23013047	23014527	+	1481	13	9	12	11	12	7
"CTD-2272G21.3"	chr5	23262158	23263185	-	1028	17	18	14	16	10	15
"CTD-2272G21.2"	chr5	23303564	23305143	-	1580	71	37	38	48	49	28
"CTD-2272G21.1"	chr5	23329426	23329892	-	467	9	7	11	6	12	7
"PRDM9"	chr5	23443585	23528597	+	85013	2462	2171	1640	2565	1857	1598
"CTD-2351A8.1"	chr5	23456467	23456850	+	384	21	16	21	27	21	16
"RP11-197O8.1"	chr5	23688926	23689386	+	461	24	23	23	27	22	15
"C5orf17"	chr5	23951347	24178263	+	226917	5138	4761	3298	5553	3919	3422
"CTD-2138O14.1"	chr5	23980586	23980938	+	353	18	14	14	12	6	7
"CTD-2015B23.2"	chr5	24170369	24171246	+	878	44	38	21	45	32	28
"CTD-2074D8.1"	chr5	24352308	24353443	-	1136	32	25	22	27	23	17
"CDH10"	chr5	24487099	24644978	-	157880	2545	2001	1539	2265	1849	1563
"RP11-116O11.1"	chr5	24554017	24613222	+	59206	1026	776	607	897	704	611
"RP11-116O11.2"	chr5	24578293	24578561	-	269	11	5	8	5	9	10
"RP11-12P19.2"	chr5	24749373	24749772	-	400	32	20	18	26	24	12
"BTG4P1"	chr5	24786841	24787024	-	184	16	9	10	14	9	9
"SNORD29"	chr5	24811480	24811548	+	69	1	0	0	4	1	0
"RP11-730N24.1"	chr5	24835279	24840583	-	5305	73	80	52	88	49	53
"RP11-730N24.2"	chr5	24881942	24885461	-	3520	28	26	15	19	12	21
"RP11-549K20.1"	chr5	25126304	25190656	-	64353	844	713	570	852	615	538
"LINC02211"	chr5	25190681	25306172	+	115492	1245	1124	852	1307	983	837
"RP11-192H6.2"	chr5	25218972	25298612	-	79641	802	739	565	821	636	579
"RP11-184E9.2"	chr5	25319833	25321346	+	1514	10	10	4	3	9	7
"RP11-184E9.3"	chr5	25349840	25350073	+	234	1	2	0	0	0	3
"CTD-2306M5.1"	chr5	25404732	25445925	-	41194	374	305	217	373	273	207
"RP11-184E9.4"	chr5	25425411	25425599	-	189	1	1	1	2	1	1
"RNU6-374P"	chr5	25701216	25701324	-	109	4	1	0	0	0	0
"CTD-2026A21.1"	chr5	25716270	25716715	+	446	3	2	1	4	1	0
"MSNP1"	chr5	25909502	25911234	+	1733	29	30	37	36	27	18
"RNU4-43P"	chr5	26012888	26013025	+	138	0	0	0	1	0	0
"RP11-351N6.1"	chr5	26382518	26399819	-	17302	444	362	281	402	328	270
"CTD-2533K21.3"	chr5	26669345	26669736	+	392	17	15	14	8	8	8
"CTD-2533K21.2"	chr5	26669710	26669989	-	280	18	14	8	5	8	9
"CTD-2533K21.1"	chr5	26670333	26670481	-	149	6	4	3	3	6	2
"CTD-2533K21.4"	chr5	26711550	26749997	-	38448	790	618	521	758	646	499
"CCNB3P1"	chr5	26739752	26741183	-	1432	94	77	50	114	73	57
"CDH9"	chr5	26880599	27121150	-	240552	4962	3828	3193	4360	3848	3093
"RNU6-738P"	chr5	27111568	27111674	+	107	6	1	3	3	2	0
"CTD-3007L5.1"	chr5	27412612	27436411	-	23800	508	403	343	532	383	335
"LINC01021"	chr5	27472291	27496401	+	24111	444	323	266	336	354	282
"RP11-560A7.1"	chr5	28213358	28214559	-	1202	66	61	38	75	56	46
"LINC02103"	chr5	28286388	28287665	-	1278	50	30	41	32	48	27
"RNU6-909P"	chr5	28624656	28624763	+	108	2	0	2	1	1	0
"CTD-2134P3.1"	chr5	28782677	28809249	-	26573	547	423	346	473	420	349
"CTD-2134P3.2"	chr5	28808537	28809255	+	719	39	24	26	30	33	22
"CTD-2269E23.3"	chr5	28897784	28898274	-	491	5	6	5	8	5	4
"LSP1P3"	chr5	28926815	28927023	+	209	10	5	2	8	9	10
"CTD-2269E23.2"	chr5	28927028	28927284	+	257	5	8	6	14	8	6
"CTD-2269E23.4"	chr5	28927297	28927459	-	163	6	3	5	8	3	0
"SUCLG2P4"	chr5	29001759	29003357	+	1599	64	48	45	79	69	41
"RP11-42L13.2"	chr5	29104879	29105438	+	560	5	3	5	11	15	6
"RP11-42L13.3"	chr5	29105567	29106861	-	1295	15	14	9	10	9	6
"LINC02109"	chr5	29143502	29217115	+	73614	814	659	533	703	608	486
"LINC02064"	chr5	29380295	29395981	-	15687	542	425	387	554	400	334
"CTD-2345H1.1"	chr5	29516004	29516504	+	501	22	14	15	24	19	12
"UBL5P1"	chr5	29600675	29600868	+	194	9	8	2	4	5	9
"CTD-2011G17.1"	chr5	29795937	29796268	+	332	10	9	6	8	8	2
"CTD-2057J6.2"	chr5	29848683	29849218	-	536	17	19	15	25	16	11
"CTD-2057J6.1"	chr5	29881708	29882945	-	1238	47	45	43	68	31	36
"RN7SKP207"	chr5	29948827	29949130	+	304	11	5	8	9	5	5
"CTD-2351A16.1"	chr5	29979668	29983114	+	3447	56	51	36	46	41	37
"HPRT1P2"	chr5	30248349	30248893	+	545	24	23	16	29	23	16
"RP11-136H13.2"	chr5	30365404	30365684	-	281	17	11	9	24	9	3
"RPL19P11"	chr5	31053564	31054153	+	590	26	22	16	34	16	16
"CTD-2127O16.2"	chr5	31065969	31066132	-	164	5	4	2	6	5	2
"RP11-152K4.2"	chr5	31093976	31267610	-	173635	4804	3800	3142	4268	3360	2706
"CDH6"	chr5	31193749	31329146	+	135398	3384	2509	2226	2753	2497	1981
"DUX4L51"	chr5	31249878	31250987	+	1110	80	52	55	71	37	41
"DROSHA"	chr5	31400496	31532196	-	131701	1992	1287	1223	1392	1270	987
"C5orf22"	chr5	31532265	31555058	+	22794	226	117	133	159	155	115
"CTD-2008E3.1"	chr5	31558572	31559875	+	1304	26	14	12	10	10	8
"RNU6-363P"	chr5	31595564	31595669	-	106	1	0	0	0	3	1
"PDZD2"	chr5	31639409	32110931	+	471523	11339	7196	7128	7445	7786	5684
"RP11-5N11.2"	chr5	31657217	31665067	+	7851	243	145	149	184	166	107
"RP11-5N11.1"	chr5	31725538	31725902	-	365	18	10	9	12	15	8
"RP11-5N11.3"	chr5	31738268	31738660	+	393	19	22	11	19	11	10
"RP11-5N11.4"	chr5	31741832	31742327	-	496	23	21	12	24	22	19
"RP11-5N11.5"	chr5	31743987	31744451	-	465	19	13	10	19	8	5
"RP11-5N11.6"	chr5	31747643	31748078	-	436	42	28	21	31	22	13
"RP11-5N11.7"	chr5	31754218	31754656	+	439	11	9	4	1	6	2
"RNU6-358P"	chr5	31820563	31820638	-	76	2	1	0	0	2	1
"CTD-2290C23.1"	chr5	31822560	31823136	-	577	8	4	5	5	7	7
"RNU6-760P"	chr5	31832438	31832535	+	98	4	3	3	1	1	2
"CTD-2290C23.2"	chr5	31840491	31840971	-	481	15	11	7	14	8	13
"RPL5P14"	chr5	31847270	31848148	+	879	38	20	17	16	30	11
"TPT1P5"	chr5	31908360	31909186	+	827	35	31	24	33	34	34
"CTD-2206G10.2"	chr5	31923366	31923532	+	167	7	11	5	16	10	5
"MIR4279"	chr5	31936101	31936159	-	59	1	0	1	0	0	1
"CTD-2152M20.2"	chr5	32103444	32121941	-	18498	161	86	103	77	105	55
"GOLPH3"	chr5	32124703	32174350	-	49648	357	180	205	182	212	127
"CTD-2186M15.3"	chr5	32174470	32175272	+	803	3	1	0	1	0	0
"CTD-2186M15.1"	chr5	32221931	32222347	+	417	11	9	8	19	9	9
"MTMR12"	chr5	32226993	32313009	-	86017	1147	653	673	708	690	545
"RNU6-1079P"	chr5	32234765	32234875	-	111	0	0	0	0	0	0
